budget,genres,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,year,rtID,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore
85000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 585, ""name"": ""casino""}, {""id"": 9727, ""name"": ""thief""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 159772, ""name"": ""pretending to be rich""}, {""id"": 159783, ""name"": ""labor strike""}]",en,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",42.069993,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Section Eight"", ""id"": 129}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-06-07,311312624,122,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,What are the odds of getting even? 13 to one.,Ocean's Thirteen,6.5,1999,2007,oceans_thirteen,6.4,195,136,59,69,6,43,25,18,58,3.6,846364,74
110000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 9663, ""name"": ""sequel""}, {""id"": 159480, ""name"": ""faberg\u00e9 egg""}, {""id"": 159488, ""name"": ""dutch eastindian company""}, {""id"": 159490, ""name"": ""second""}, {""id"": 159491, ""name"": ""part""}, {""id"": 159496, ""name"": ""golden egg""}, {""id"": 159497, ""name"": ""goon""}]",en,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",76.840712,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Section Eight"", ""id"": 129}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""WV Films III"", ""id"": 12202}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-12-09,362744280,125,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""nl"", ""name"": ""Nederlands""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Twelve is the new eleven.,Ocean's Twelve,6.4,2124,2004,oceans_twelve,5.9,174,96,78,55,6.1,38,23,15,60,3.4,108512,67
27500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1815, ""name"": ""atomic bomb""}, {""id"": 2295, ""name"": ""eastern block""}, {""id"": 3185, ""name"": ""crocodile""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3278, ""name"": ""kgb""}, {""id"": 3496, ""name"": ""snake charmer""}, {""id"": 3497, ""name"": ""hot air balloon""}, {""id"": 6587, ""name"": ""east berlin""}, {""id"": 156095, ""name"": ""british secret service""}]",en,James Bond is sent to investigate after a fellow “00” agent is found dead with a priceless Farberge egg. James bond follows the mystery and uncovers a smuggling scandal and a Russian General who wants to provoke a new World War.,25.633663,"[{""name"": ""Eon Productions"", ""id"": 7576}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983-06-05,1875e5,131,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,James Bond’s all time high.,Octopussy,6.2,527,1983,octopussy,5.3,32,15,17,46,4.7,5,2,3,40,3.1,10228,55
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 10532, ""name"": ""suburbia""}, {""id"": 33471, ""name"": ""downsizing""}, {""id"": 167499, ""name"": ""software engineer""}, {""id"": 167506, ""name"": ""burnout""}, {""id"": 167507, ""name"": ""dallas texas""}, {""id"": 167510, ""name"": ""beach resort""}, {""id"": 167516, ""name"": ""coworker relationship""}, {""id"": 167519, ""name"": ""laziness""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 232700, ""name"": ""business rivalry""}]",en,Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money.,18.366362,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Cubicle Inc."", ""id"": 7458}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-02-19,12827813,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Work sucks.,Office Space,7.4,1050,1999,office_space,6.8,88,70,18,79,6.4,24,17,7,70,4,78802,92
24000000,"[{""id"": 35, ""name"": ""Comedy""}]","[{""id"": 171134, ""name"": ""sex doll""}, {""id"": 171143, ""name"": ""streaking""}, {""id"": 171150, ""name"": ""mouth to mouth resuscitation""}]",en,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,24.70166,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""The Montecito Picture Company"", ""id"": 2364}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-02-21,87055349,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"All the fun of college, none of the education.",Old School,6.6,541,2003,old_school,5.6,165,99,66,60,5.4,31,16,15,51,3.7,85493,84
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]","[{""id"": 3430, ""name"": ""pickpocket""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 8250, ""name"": ""victorian england""}, {""id"": 13014, ""name"": ""orphan""}]",en,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",8.305998,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Warwick Film Productions"", ""id"": 1807}, {""name"": ""Romulus Films"", ""id"": 3632}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1968-09-26,37402877,153,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Much Much More Than a Musical!,Oliver!,7,103,1968,oliver,7.7,25,21,4,84,0,4,3,1,75,3.4,9490,72
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1721, ""name"": ""fight""}, {""id"": 3355, ""name"": ""inuit""}, {""id"": 5175, ""name"": ""petrol""}, {""id"": 6129, ""name"": ""company""}, {""id"": 9880, ""name"": ""alaska""}, {""id"": 161318, ""name"": ""enviromental""}]",en,"Forrest Taft is an environmental agent who works for the Aegis Oil Company in Alaska. Aegis Oil's corrupt CEO, Michael Jennings, is the kind of person who doesn't care whether or not oil spills into the ocean or onto the land, just as long as it's making money for him.",9.114168,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-02-18,49e6,102,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,His Battle To Save The Alaskan Wilderness And Protect Its People Can Only Be Won...,On Deadly Ground,4.5,104,1994,on_deadly_ground,2.3,23,0,23,0,2.4,5,0,5,0,2.5,3925,45
6500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 212, ""name"": ""london england""}, {""id"": 236, ""name"": ""suicide""}, {""id"": 392, ""name"": ""england""}, {""id"": 1223, ""name"": ""switzerland""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 2547, ""name"": ""new identity""}, {""id"": 2676, ""name"": ""honeymoon""}, {""id"": 3269, ""name"": ""secret mission""}, {""id"": 3271, ""name"": ""secret organization""}, {""id"": 3288, ""name"": ""secret lab""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 3370, ""name"": ""kilt""}, {""id"": 3371, ""name"": ""family history""}, {""id"": 3372, ""name"": ""title of nobility""}, {""id"": 3373, ""name"": ""snow storm""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 11134, ""name"": ""espionage""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 156095, ""name"": ""british secret service""}, {""id"": 159558, ""name"": ""skiing""}, {""id"": 160175, ""name"": ""alps""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,"James Bond tracks archnemesis Ernst Blofeld to a mountaintop retreat where he's training an army of beautiful but lethal women. Along the way, Bond falls for Italian contessa Tracy Draco -- and marries her in order to get closer to Blofeld. Meanwhile, he locates Blofeld in the Alps and embarks on a classic ski chase.",25.289665,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Danjaq"", ""id"": 10761}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1969-12-12,81974493,142,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Far up! Far out! Far more! James Bond 007 is back!,On Her Majesty's Secret Service,6.5,456,1969,on_her_majestys_secret_service,6.6,37,30,7,81,6.2,5,3,2,60,3.2,8953,62
910000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 9826, ""name"": ""murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 15137, ""name"": ""union""}, {""id"": 47079, ""name"": ""dock""}, {""id"": 69467, ""name"": ""longshoreman""}, {""id"": 156151, ""name"": ""pigeon""}]",en,"Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers.",16.015599,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Horizon Pictures"", ""id"": 388}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1954-06-22,96e5,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Man Lived by the Jungle Law of the Docks!,On the Waterfront,8,357,1954,on_the_waterfront,9,49,49,0,100,8.9,10,10,0,100,4.2,11904,94
160000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 578, ""name"": ""rock and roll""}, {""id"": 637, ""name"": ""pop""}, {""id"": 1208, ""name"": ""irland""}, {""id"": 1254, ""name"": ""music style""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 4126, ""name"": ""fascination""}, {""id"": 4173, ""name"": ""music lover""}, {""id"": 4528, ""name"": ""song""}, {""id"": 4663, ""name"": ""lovers""}, {""id"": 4729, ""name"": ""dublin""}, {""id"": 5129, ""name"": ""to make music""}, {""id"": 6027, ""name"": ""music""}, {""id"": 6031, ""name"": ""music instrument""}, {""id"": 6056, ""name"": ""tenderness""}, {""id"": 14743, ""name"": ""pianist""}, {""id"": 41590, ""name"": ""love sickness""}, {""id"": 41591, ""name"": ""music band""}]",en,"A vacuum repairman moonlights as a street musician and hopes for his big break. One day a Czech immigrant, who earns a living selling flowers, approaches him with the news that she is also an aspiring singer-songwriter. The pair decide to collaborate, and the songs that they compose reflect the story of their blossoming love.",19.052179,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Samson Films"", ""id"": 11571}, {""name"": ""RTE"", ""id"": 25489}]","[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}]",2007-03-23,20710513,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,How often do you find the right person?,Once,7.3,453,2006,once,8.3,152,147,5,96,8.4,37,37,0,100,4.1,49591,90
29000000,"[{""id"": 28, ""name"": ""Action""}]","[{""id"": 417, ""name"": ""corruption""}, {""id"": 591, ""name"": ""cia""}]",en,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",27.555646,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Troublemaker Studios"", ""id"": 10807}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-09-11,98185582,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The Time Has Come.,Once Upon a Time in Mexico,6.2,594,2003,once_upon_a_time_in_mexico,6.3,159,108,51,67,6.3,33,22,11,66,3.2,31247,66
3000000,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 30, ""name"": ""individual""}, {""id"": 526, ""name"": ""rebel""}, {""id"": 1824, ""name"": ""self-destruction""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 2574, ""name"": ""lunatic asylum""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 3927, ""name"": ""rage and hate""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 6334, ""name"": ""basic rights and human rights""}, {""id"": 15106, ""name"": ""psychiatrist""}]",en,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",127.525581,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Fantasy Films"", ""id"": 286}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1975-11-18,108981275,133,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"If he's crazy, what does that make you?",One Flew Over the Cuckoo's Nest,8.2,2919,1975,one_flew_over_the_cuckoos_nest,8.8,50,48,2,96,6.3,6,4,2,66,4.2,61369,95
20000000,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1241, ""name"": ""persia""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 10345, ""name"": ""esther""}]",en,"This amazing biblical drama chronicles the brave and historic legend of Hadassah, a Jewish orphan with exceptional beauty who rises to become Queen Esther of Persia and saves Persian Jews from genocide. By revealing her heritage to the king, Esther thwarts the evil prime minister's plan to annihilate all Jews in the Persian Empire. The annual festival of Purim is inspired by her heroism.",3.476925,"[{""name"": ""Gener8Xion Entertainment"", ""id"": 3957}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-10-13,13391174,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Feel The Touch Of Destiny,One Night with the King,6.1,12,2006,one_night_with_the_king,4.3,25,4,21,16,4.4,9,2,7,22,3.9,8409,81
6000000,"[{""id"": 28, ""name"": ""Action""}]",[],en,"Former Green Beret Louis Stevens returns to his hometown of Miami after completing military service in Brazil, only to learn that his old high school has become a haven for gangs and drug dealers. After Stevens uses his capoeira skills to kick several drug dealers off of the school property, Kerrigan, one of Stevens' old teachers, sees the impact that Stevens has on the students. Kerrigan gives him the task of teaching Capoeira to a handful of the worst at-risk students at the school.",5.411243,"[{""name"": ""Davis Films"", ""id"": 14175}, {""name"": ""Freestone Pictures"", ""id"": 89388}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-08-27,3283371,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The ultimate martial art.,Only the Strong,6.9,29,1993,only_the_strong,2.8,7,0,7,0,2.5,5,0,5,0,3.7,1259,79
22000000,"[{""id"": 37, ""name"": ""Western""}]","[{""id"": 2673, ""name"": ""horse""}, {""id"": 5701, ""name"": ""beef""}, {""id"": 6174, ""name"": ""ranger""}]",en,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,19.068175,"[{""name"": ""Tig Productions"", ""id"": 335}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Beacon Pictures"", ""id"": 10157}, {""name"": ""Cobalt Media Group"", ""id"": 18619}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-08-29,68296293,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No place to run. No reason to hide.,Open Range,7,262,2003,open_range,6.8,170,134,36,78,6.7,33,23,10,69,3.5,8881,80
85000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 414, ""name"": ""hunter""}, {""id"": 1262, ""name"": ""mountains""}, {""id"": 2101, ""name"": ""garage""}, {""id"": 2522, ""name"": ""grizzly bear""}, {""id"": 3208, ""name"": ""bunny""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 7946, ""name"": ""deer""}, {""id"": 10468, ""name"": ""bear""}, {""id"": 158279, ""name"": ""hunt""}]",en,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",26.61951,"[{""name"": ""Sony Pictures Animation"", ""id"": 2251}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-09-29,197309027,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One Fur All & All Fur One,Open Season,6.1,656,2006,open_season,5.4,98,46,52,46,5.7,24,13,11,54,3.4,91895,66
130000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 269, ""name"": ""diving""}, {""id"": 843, ""name"": ""cataclysm""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 4210, ""name"": ""panic""}, {""id"": 5250, ""name"": ""red sea""}, {""id"": 5251, ""name"": ""primal fear""}, {""id"": 10503, ""name"": ""scuba diving""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 155334, ""name"": ""scuba""}]",en,"Two divers are left out at sea without a boat. There’s nothing but water for miles, unless they look at what’s underneath them...",15.611857,"[{""name"": ""Plunge Pictures LLC"", ""id"": 22376}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-08-06,54667954,79,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Scream all you want.,Open Water,5.4,315,2003,open_water,6.6,189,136,53,71,7.1,38,30,8,78,2.4,8148,31
42000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 515, ""name"": ""women""}, {""id"": 572, ""name"": ""sex""}, {""id"": 701, ""name"": ""cuba""}, {""id"": 1664, ""name"": ""eroticism""}, {""id"": 1808, ""name"": ""lover (female)""}, {""id"": 2983, ""name"": ""passion""}, {""id"": 6180, ""name"": ""coffee grower""}, {""id"": 7412, ""name"": ""sin""}, {""id"": 197602, ""name"": ""denunciation""}]",en,"A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp",14.831402,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-08-03,35402320,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,This is not a love story - it's a story about love.,Original Sin,5.8,198,2001,original_sin,3.4,90,11,79,12,3.1,29,2,27,6,3.2,10609,67
75000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 5198, ""name"": ""cold""}, {""id"": 6681, ""name"": ""flu""}, {""id"": 14675, ""name"": ""lethal virus""}, {""id"": 188326, ""name"": ""construction worker""}]",en,"A policeman white blood cell, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.",10.54544,"[{""name"": ""Conundrum Entertainment"", ""id"": 1156}, {""name"": ""Warner Bros. Animation"", ""id"": 2785}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-08-07,13596911,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every BODY needs a hero,Osmosis Jones,5.9,228,2001,osmosis_jones,5.5,106,57,49,53,5.5,29,16,13,55,2.8,7220,40
24000000,"[{""id"": 35, ""name"": ""Comedy""}]","[{""id"": 554, ""name"": ""manager""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 890, ""name"": ""races""}, {""id"": 1262, ""name"": ""mountains""}, {""id"": 3282, ""name"": ""gondola""}, {""id"": 3522, ""name"": ""snowboarding""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 5905, ""name"": ""father""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9864, ""name"": ""prank""}, {""id"": 9880, ""name"": ""alaska""}, {""id"": 10556, ""name"": ""male female relationship""}, {""id"": 11485, ""name"": ""drug humor""}, {""id"": 11830, ""name"": ""hot tub""}, {""id"": 162328, ""name"": ""ski resort""}]",en,"Animal House meets Casablanca in this outrageous snowboarding comedy. Rick Rambis and his friends are having the time of their lives on Bull Mountain until the legendary Papa Muntz' son decides to sell the mountain to sleazy land developer John Majors, having the staff fired and turning Bull Mountain into 'Yuppieville'.",4.12064,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-11-21,14782676,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"They haven't quite figured it all out, but they're getting a little warmer.",Out Cold,5.8,53,2001,out_cold,2.9,48,4,44,8,3,15,1,14,6,3.5,7234,84
31000000,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 246, ""name"": ""dancing""}, {""id"": 477, ""name"": ""train station""}, {""id"": 509, ""name"": ""denmark""}, {""id"": 657, ""name"": ""fire""}, {""id"": 1227, ""name"": ""cemetery""}, {""id"": 1461, ""name"": ""compass""}, {""id"": 2043, ""name"": ""lion""}, {""id"": 2406, ""name"": ""picnic""}, {""id"": 2407, ""name"": ""fireworks""}, {""id"": 2968, ""name"": ""grave""}, {""id"": 2983, ""name"": ""passion""}, {""id"": 3009, ""name"": ""farm worker""}, {""id"": 3136, ""name"": ""plantation""}, {""id"": 3510, ""name"": ""kenia""}, {""id"": 3512, ""name"": ""coffee plantation""}, {""id"": 3513, ""name"": ""safari""}, {""id"": 3515, ""name"": ""banker""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4317, ""name"": ""wedding night""}, {""id"": 4414, ""name"": ""adventure""}, {""id"": 5160, ""name"": ""aggression by animal""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6628, ""name"": ""syphillis""}]",en,"Out of Africa tells the story of the life of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on the autobiographical novel by Karen Blixen from 1937.",13.864975,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Mirage Entertainment"", ""id"": 205}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1985-12-20,128499205,161,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""sw"", ""name"": ""Kiswahili""}]",Released,Based on a true story.,Out of Africa,7,279,1985,out_of_africa,6.2,32,20,12,62,6.5,6,4,2,66,3.7,10166,84
48000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 736, ""name"": ""journalist""}, {""id"": 3303, ""name"": ""bedroom""}, {""id"": 8806, ""name"": ""purse""}, {""id"": 9098, ""name"": ""trunk""}, {""id"": 155552, ""name"": ""elmore leonard""}]",en,"Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves … and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law. Variety hails Out of Sight as ""a sly, sexy, vastly entertaining film.""",16.000178,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Jersey Films"", ""id"": 216}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-06-26,77745568,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Opposites attract.,Out of Sight,6.5,333,1998,1083436-1083436-out_of_sight,7.9,69,64,5,92,8,14,13,1,92,3.2,11285,65
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1261, ""name"": ""river""}, {""id"": 1402, ""name"": ""general""}, {""id"": 3664, ""name"": ""research""}, {""id"": 6092, ""name"": ""army""}, {""id"": 8803, ""name"": ""serum""}, {""id"": 15149, ""name"": ""monkey""}, {""id"": 17995, ""name"": ""epidemic""}, {""id"": 158025, ""name"": ""medical research""}]",en,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",30.397496,"[{""name"": ""Kopelson Entertainment"", ""id"": 824}, {""name"": ""Punch Productions"", ""id"": 2154}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Arnold Kopelson Productions"", ""id"": 16775}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-03-10,189859560,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,Outbreak,6.3,513,1995,outbreak,5.6,41,24,17,58,5.1,10,4,6,40,3.1,10732,55
